"ID_STORE","ID_CALMONTH","COST_CATEGORY","COMMENT","VALUE"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","31.12.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","31.12.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","31.12.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"Rosenheim","31.12.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","31.12.2024","Commission","Commission for Jan Peters, 3 %  ","151"
"Rosenheim","31.12.2024","Commission","Commission for Sabine Meyer, 3 %  ","240"
"Rosenheim","31.12.2024","Commission","Commission for Gerhard Winkler, 3 %  ","484"
"Rosenheim","31.12.2024","Commission","Commission for Katharina Vogel, 3 %  ","537"
"Freiburg im Breisgau","30.11.2024","Commission","Commission for Arnim Schmidt, 3 %  ","141"
"Freiburg im Breisgau","30.11.2024","Commission","Commission for Sabine Meyer, 3 %  ","246"
"Freiburg im Breisgau","30.11.2024","Commission","Commission for Matthias Schwab, 3 %  ","362"
"Freiburg im Breisgau","30.06.2024","Commission","Commission for Matthias Schwab, 3 %  ","1296"
